cRIO-4408,DSA HW 
AT-A2150,DSA HW 
AT-DSP2200,DSA HW 
BNC-2140,DSA HW 
BNC-2142,DSA HW 
BNC-2144,DSA HW 
EISA-A2000,DSA HW 
NB-A2150,DSA HW 
NB-DMA2800,DSA HW 
OCTAVE,DSA HW 
NI 455X,DSA HW 
PCI-4551,DSA HW 
PCI-4552,DSA HW 
COMPACT FIELDPOINT,FieldPoint
FIELDPOINT FIELDPOINT FIELDPOINT FIELDPOINT FIELDPOINT FIELDPOINT FIELDPOINT FIELDPOINT FIELDPOINT FIELDPOINT FIELDPOINT FIELDPOINT FIELDPOINT,FieldPoint
FP,FieldPoint
CFP,FieldPoint
cFP-2000,FieldPoint
cFP-2010,FieldPoint
cFP-2020,FieldPoint
cFP-2100,FieldPoint
cFP-2110,FieldPoint
cFP-2120,FieldPoint
cFP-2200,FieldPoint
cFP-2210,FieldPoint
"HELLO NI,  I WAS TASKED WITH CONFIRMING THE ACCURACY OF A CFP-AI-118 ATTACHED TO A CFP-2220.  THE SPECIFICATION LISTS A TYPICAL ACCURAY AND A WARRANTED ACCURCY FOR BOTH % OF READING AND % OF FULL SCALE.  THESE SPECS ARE ALSO GIVEN FOR EACH RANGE SETTING FOR THE DEVICE.  I USED A FLUKE CALIBRATOR AND WORKED MY WAY THROUGH THE RANGES TAKING DATA AT THE EXTREMES OF FULL SCALE.  I AM ATTACHING MY RESULTS AS A SPREADSHEET.  MY QUESTION IS WHY IS THE % OF FULL SCALE FAILING WHEN THE % OF READING PASSES?  THE HIGHER RANGES ALL FAIL IN THE % OF FULL SCALE WHILE ALL THE % OF READINGS PASS.  NOT ONLY DOES THE % OF READING PASS BUT IT ALSO CONFIRMS THE TYPICAL ACCURACIES.  SO, HOW DO YOU CALCULATE THE % OF FULL SCALE?  MY FORMULA IS ((ACTUAL-READING)/FULL SCALE)* 100.  AM I MISSING SOME CALCULATION HERE? I DID THIS IN LAB CONDITIONS, WAITED 1 HOUR FOR WARM UP, ETC.  YOU CAN SEE BY THE DATA I TOOK, THAT THE ERROR IN % OF READING WAS ALL GOOD SO WHY IS IT FAILING % OF FULL SCALE?  FOR YOUR RESPONSE, MIKE MARTINO, NORTHROP GRUMMAN NONE  FIELDPOINT",FieldPoint
cFP-AI-100,FieldPoint
cFP-AI-102,FieldPoint
cFP-AI-110,FieldPoint
cFP-AI-111,FieldPoint
cFP-AI-112,FieldPoint
cFP-AI-118,FieldPoint
cFP-AIO-600,FieldPoint
cFP-AIO-610,FieldPoint
cFP-AO-200,FieldPoint
cFP-AO-210,FieldPoint
cFP-BP-4,FieldPoint
cFP-BP-8,FieldPoint
cFP-CB-1,FieldPoint
cFP-CB-2,FieldPoint
cFP-CB-3,FieldPoint
cFP-CB-4,FieldPoint
cFP-CB-11,FieldPoint
cFP-CTR-500,FieldPoint
cFP-CTR-502,FieldPoint
cFP-DI-300,FieldPoint
cFP-DI-301,FieldPoint
cFP-DI-304,FieldPoint
cFP-DI-330,FieldPoint
cFP-DIO-550,FieldPoint
cFP-DO-400,FieldPoint
cFP-DO-401,FieldPoint
cFP-DO-403,FieldPoint
cFP-DO-410,FieldPoint
cFP-PG-522,FieldPoint
cFP-PWM-520,FieldPoint
cFP-QUAD-510,FieldPoint
cFP-RLY-421,FieldPoint
cFP-RLY-423,FieldPoint
cFP-RLY-425,FieldPoint
cFP-RTD-122,FieldPoint
cFP-RTD-124,FieldPoint
cFP-SG-140,FieldPoint
cFP-TC-120,FieldPoint
cFP-TC-125,FieldPoint
cFP-1804,FieldPoint
cFP-1808,FieldPoint
FP-1000,FieldPoint
FP-1001,FieldPoint
FP-1100,FieldPoint
FP-1300,FieldPoint
FP-1600,FieldPoint
FP-1601,FieldPoint
FP-2000,FieldPoint
FP-2010,FieldPoint
FP-2015,FieldPoint
FP-AI-100,FieldPoint
FP-AI-102,FieldPoint
FP-AI-110,FieldPoint
FP-AI-111,FieldPoint
FP-AI-112,FieldPoint
FP-AI-C,FieldPoint
FP-AI-V,FieldPoint
FP-AIO-600,FieldPoint
FP-AIO-610,FieldPoint
FP-AO-200,FieldPoint
FP-AO-210,FieldPoint
FP-AO-C,FieldPoint
FP-AO-V,FieldPoint
FP-CTR-500,FieldPoint
FP-CTR-502,FieldPoint
FP-DI-300,FieldPoint
FP-DI-301,FieldPoint
FP-DI-330,FieldPoint
FP-DI-AC,FieldPoint
FP-DI-DC,FieldPoint
FP-DIO-550,FieldPoint
FP-DO-400,FieldPoint
FP-DO-401,FieldPoint
FP-DO-403,FieldPoint
FP-DO-410,FieldPoint
FP-DO-AC,FieldPoint
FP-DO-DC,FieldPoint
FP-ENC1,FieldPoint
FP-PG-522,FieldPoint
FP-PWM-520,FieldPoint
FP-QUAD-510,FieldPoint
FP-RLY-420,FieldPoint
FP-RLY-422,FieldPoint
FP-RTD-122,FieldPoint
FP-RTD-124,FieldPoint
FP-RTD-PT,FieldPoint
FP-SG-140,FieldPoint
FP-TB-1,FieldPoint
FP-TB-2,FieldPoint
FP-TB-3,FieldPoint
FP-TB-10,FieldPoint
FP-TC-120,FieldPoint
FP-TC-J,FieldPoint
FP-TC-K,FieldPoint
FP-TC-T,FieldPoint
MOXA,FieldPoint
AWK 3121,FieldPoint
FIRST,FIRST (NIC Only)
FRC,FIRST (NIC Only)
ROBORIO,FIRST (NIC Only)
FTC,FIRST (NIC Only)
CAPTAIN,FIRST (NIC Only)
TEAM,FIRST (NIC Only)
SCHOOL,FIRST (NIC Only)
FLEXLOGGER,FlexLogger
NI 9350,Functional Safety
NI 9351,Functional Safety
FUNCTIONAL SAFETY,Functional Safety
SAFETY EDITOR,Functional Safety
NI VISA,GPIB
NI-VISA,GPIB
VISA,GPIB
INSTRUMENT DRIVER,GPIB
IVI DRIVER,GPIB
IVI,GPIB
NI-488.2,GPIB
NI 488.2,GPIB
488.2,GPIB
AT-GPIB/TNT,GPIB
AT-GPIB/TNT PNP,GPIB
AT-GPIB/TNT+,GPIB
EISA-GPIB,GPIB
EXM-GPIB,GPIB
ExpressCard-GPIB,GPIB
GPIB-1014,GPIB
GPIB-1014D,GPIB
GPIB-1014DP,GPIB
GPIB-1014P,GPIB
GPIB-110,GPIB
GPIB-120,GPIB
GPIB-120A,GPIB
GPIB-120B,GPIB
GPIB-1284CT,GPIB
GPIB-130,GPIB
GPIB-1394,GPIB
GPIB-140A,GPIB
GPIB-232CT-A,GPIB
GPIB-232CV-A,GPIB
GPIB-410,GPIB
GPIB-422CV,GPIB
GPIB-485CT-A,GPIB
GPIB-796P,GPIB
GPIB-961P,GPIB
GPIB-BUF,GPIB
GPIB Cables,GPIB
GPIB-ENET,GPIB
GPIB-ENET/100,GPIB
GPIB-ENET/1000,GPIB
GPIB-HP700-EISA,GPIB
GPIB-PCII,GPIB
GPIB-PCIIA,GPIB
GPIB-PRL,GPIB
GPIB-RF,GPIB
GPIB-RS232,GPIB
GPIB-RS485/422,GPIB
GPIB-RS/6000,GPIB
GPIB-SBX,GPIB
GPIB-SCSI,GPIB
GPIB-SCSI-A,GPIB
GPIB-SPRC-B,GPIB
GPIB-SWITCH,GPIB
GPIB-USB-A,GPIB
GPIB-USB-B,GPIB
GPIB-USB-HS,GPIB
GPIB-USB-HS+,GPIB
Instrument Simulator,GPIB
MC-GPIB,GPIB
NAT7210,GPIB
NAT9914,GPIB
NB-GPIB/TNT,GPIB
NEC-GPIB/TNT,GPIB
NEC/TNT PNP,GPIB
NEC/TNT W95,GPIB
PC/104-GPIB,GPIB
PCI-8212,GPIB
PCI-8215,GPIB
PCI-8232,GPIB
PCI-GPIB,GPIB
PCI-GPIB+,GPIB
PCIe-GPIB,GPIB
PCIe-GPIB+,GPIB
PCMCIA-GPIB,GPIB
PCMCIA-GPIB+,GPIB
PMC-GPIB,GPIB
PXI-8212,GPIB
PXI-8232,GPIB
PXI-GPIB,GPIB
TC-GPIB,GPIB
TNT4882,GPIB
TNT5002,GPIB
VME-GPIB,GPIB
GPIB/IEEE 488,GPIB
CB-2162,HighSpeedDigital_IO
SMB-2163,HighSpeedDigital_IO
SMA-2164,HighSpeedDigital_IO
PCI-6541,HighSpeedDigital_IO
PCI-6542,HighSpeedDigital_IO
PCI-6551,HighSpeedDigital_IO
PCI-6552,HighSpeedDigital_IO
PCI-6561,HighSpeedDigital_IO
PCI-6562,HighSpeedDigital_IO
PCI-6533,HighSpeedDigital_IO
PCI-6534,HighSpeedDigital_IO
PCIe-6535,HighSpeedDigital_IO
PCIe-6536,HighSpeedDigital_IO
PCIe-6537,HighSpeedDigital_IO
PXI-6541,HighSpeedDigital_IO
PXI-6542,HighSpeedDigital_IO
PXI-6551,HighSpeedDigital_IO
PXI-6552,HighSpeedDigital_IO
PXI-6561,HighSpeedDigital_IO
PXI-6562,HighSpeedDigital_IO
PXI-6533,HighSpeedDigital_IO
PXI-6534,HighSpeedDigital_IO
PXIe-6535,HighSpeedDigital_IO
PXIe-6536,HighSpeedDigital_IO
PXIe-6537,HighSpeedDigital_IO
PXIe-6544,HighSpeedDigital_IO
PXIe-6545,HighSpeedDigital_IO
PXIe-6547,HighSpeedDigital_IO
PXIe-6548,HighSpeedDigital_IO
PXIe-6555,HighSpeedDigital_IO
PXIe-6556,HighSpeedDigital_IO
PXIe-6570,HighSpeedDigital_IO
NI-653x,HighSpeedDigital_IO
"DIGITAL, HIGH-SPEED",HighSpeedDigital_IO
PCIE 6535,HighSpeedDigital_IO
VHDCI,HighSpeedDigital_IO
INFINIBAND,HighSpeedDigital_IO
653X,HighSpeedDigital_IO
CB-2162,HighSpeedDigital_IO
SMA-2165,HighSpeedDigital_IO
SMA-2164,HighSpeedDigital_IO
SMA-2163,HighSpeedDigital_IO
TB-2715,HighSpeedDigital_IO
SCB-68,HighSpeedDigital_IO
SCB-68A,HighSpeedDigital_IO
HSDIO,HighSpeedDigital_IO
CB-68,HighSpeedDigital_IO
CB-68LP,HighSpeedDigital_IO
CB-68LPR,HighSpeedDigital_IO
TBX-98,HighSpeedDigital_IO
C68-C68-D4,HighSpeedDigital_IO
SCH68-C68-D4,HighSpeedDigital_IO
SHB12X-B12X LVDS,HighSpeedDigital_IO
SH68-68-D1,HighSpeedDigital_IO
PSHR68-68M,HighSpeedDigital_IO
R6868,HighSpeedDigital_IO
PR68-68F,HighSpeedDigital_IO
Mini-SAS HD,HighSpeedDigital_IO
SFP+,HighSpeedDigital_IO
Digital Waveform Editor,HighSpeedDigital_IO
Jitter Analysis Toolkit,HighSpeedDigital_IO
TOUCH PANEL,HMI and Industrial PCs
TOUCH PANEL MODULE,HMI and Industrial PCs
PPC-2015,HMI and Industrial PCs
PPC-2115,HMI and Industrial PCs
TPC-2006,HMI and Industrial PCs
TPC-2012,HMI and Industrial PCs
TPC-2106,HMI and Industrial PCs
TPC-2206,HMI and Industrial PCs
TPC-2212,HMI and Industrial PCs
TPC-2215,HMI and Industrial PCs
TPC-2230,HMI and Industrial PCs
TPC-2512,HMI and Industrial PCs
TPC-2515,HMI and Industrial PCs
NI 3100,HMI and Industrial PCs
NI 3110,HMI and Industrial PCs
NI IMAQ,IMAQ
IMAQ,IMAQ
IMAQdx,IMAQ
IMAQ I/O,IMAQ
Vision Acquistion Software,IMAQ
PCI-1405,IMAQ
PXI-1409,IMAQ
PCI-1410,IMAQ
PCI-1411,IMAQ
PXI-1411,IMAQ
PCI-1422,IMAQ
PCI-1424,IMAQ
PCI-1426,IMAQ
PCIe-1473R,IMAQ
PCIe-1427,IMAQ
NI 1483,IMAQ
PCI-1428,IMAQ
PXI-1428,IMAQ
PCIe-1429,IMAQ
PCIe-1430,IMAQ
PCIe-1433,IMAQ
PXIe-1435,IMAQ
CVS-1454,IMAQ
CVS-1456,IMAQ
CVS-1457RT,IMAQ
CVS-1458RT,IMAQ
CVS-1459RT,IMAQ
EVS-1464RT,IMAQ
IC-3171,IMAQ
IC-3172,IMAQ
IC-3173,IMAQ
NI 1722,IMAQ
NI 1774C,IMAQ
NI 1742,IMAQ
NI 1776,IMAQ
NI 1744,IMAQ
NI 1776C,IMAQ
NI 1762,IMAQ
NI 1778,IMAQ
NI 1764,IMAQ
NI 1772,IMAQ
NI 1772C,IMAQ
NI 1774,IMAQ
PCIE-8231,IMAQ
PCIe-8233,IMAQ
PCIe-8234,IMAQ
PCIe-8235,IMAQ
PCIe-8236,IMAQ
PCIe-8237,IMAQ
PCIe-8242,IMAQ
PCIe-8244,IMAQ
PCI-8252,IMAQ
PXI-8252,IMAQ
PXIe-8253,IMAQ
PCI-8254R,IMAQ
PCIe-8255R,IMAQ
IEEE 1394,IMAQ
GIGE VISION,IMAQ
IMAQ-A2504,IMAQ
IMAQ-A2514,IMAQ
IMAQ-A6825,IMAQ
IMAQ-D100100,IMAQ
IMAQ-D10031,IMAQ
IMAQ-D10044,IMAQ
IMAQ-D10068,IMAQ
IMAQ-D2504,IMAQ
IMAQ-D6804,IMAQ
IMAQ-SCB 68,IMAQ
IMAQ-SCB 100,IMAQ
NI-Vision,IMAQ
PXI-1405,IMAQ
PCI-1407,IMAQ
PXI-1407,IMAQ
PCI-1408,IMAQ
PXI-1408,IMAQ
PCI-1409,IMAQ
PXI-1410,IMAQ
PCI-1412,IMAQ
PXI-1412,IMAQ
PCI-1413,IMAQ
PXI-1413,IMAQ
PXI-1422,IMAQ
CVS-1455,IMAQ
CAMERA LINK,IMAQ
PROFIBUS,Industrial Communications
PROFINET,Industrial Communications
CANopen,Industrial Communications
DeviceNet,Industrial Communications
AS-i,Industrial Communications
HART,Industrial Communications
FOUNDATION FieldBus,Industrial Communications
DNP3,Industrial Communications
EthernetIP,Industrial Communications
IEC 60870-5,Industrial Communications
IEC 61850,Industrial Communications
cRIO EtherCAT Slave,Industrial Communications
PDO Configurator,Industrial Communications
Embedded CAN,Industrial Communications
DNET,Industrial Communications
ETHERCAT,Industrial Communications
NI 9881,Industrial Communications
NI 9882,Industrial Communications
BW 3023,Industrial Communications
AM 9898,Industrial Communications
USB 8486,Industrial Communications
NI 8351,Industrial Communications
PCI 8532,Industrial Communications
PXI 8532,Industrial Communications
CRIO ECAT S,Industrial Communications
NI 9144,Industrial Communications
NI 9145,Industrial Communications
INSIGHTCM,InsightCM
INSIGHT CM,InsightCM
DATA EXPLORER,InsightCM
DATAFINDER,InsightCM
CMS,InsightCM
IOTECH,IOTech Vibration
IOTECH 600,IOTech Vibration
ZONICBOOK,IOTech Vibration
EZ-TOMAS,IOTech Vibration
LabWindows/CVI,LabWindows_CVI
LabWindows/CVI Enterprise Connectivity Toolset,LabWindows_CVI
LabWindows/CVI PID Control Toolkit,LabWindows_CVI
LabWindows/CVI Signal Processing Toolset,LabWindows_CVI
LabWindows/CVI SPC Toolkit,LabWindows_CVI
LabWindows/CVI Real-Time Module,LabWindows_CVI
LABWINDOWS,LabWindows_CVI
CVI,LabWindows_CVI
CONTROL DESIGN AND SIMULATION,LV CD&Sim
ELECTRIC MOTOR SIMULATION,LV CD&Sim
SYSTEM IDENTIFICATION TOOLKIT,LV Controls Add-Ons
PID AND FUZZY LOGIC TOOLKIT,LV Controls Add-Ons
PID TOOLKIT,LV Controls Add-Ons
FUZZY LOGIC,LV Controls Add-Ons
LABVIEW EMBEDDED MODULE,LV Embedded
LV EMBEDDED MODULE,LV Embedded
ADI BLACKFIN,LV Embedded
EMBEDDED MODULE,LV Embedded
LABVIEW C GENERATOR,LV Embedded
MATHSCRIPT,LV MathScript RT
MATHSCRIPT RT,LV MathScript RT
MATH INTERFACE TOOLKIT,LV MathScript RT
NXG,LV NXG
LV NXG,LV NXG
LVNXG,LV NXG
LABVIEW NXG,LV NXG
NI PACKAGE MANAGER,LV NXG
PACKAGE MANAGER,LV NXG
NIPM,LV NXG
LEGO,LV NXT
MINDSTORMS,LV NXT
LV COMMUNICATIONS,LVComms
LVDSC,LVDSC
DSC MODULE,LVDSC
DATALOGGING AND SUPERVISORY,LVDSC
EPICS,LVDSC
CITADEL,LVDSC
LV DSC,LVDSC
MODBUS WITH DSC,LVDSC
LV FPGA,LVFPGA
FPGA,LVFPGA
FPGA MODULE,LVFPGA
LVFPGA,LVFPGA
COMPILE,LVFPGA
CLOUD COMPILE,LVFPGA
COMPILE FARM,LVFPGA
FPGA INTERFACE C,LVFPGA
INTERFACE C API,LVFPGA
IEC 61131,LVFPGA
INTERFACE UTILITY,LVFPGA
RT EXECUTION TRACE TOOLKIT,LVRT
EXECUTION TRACE TOOLKIT,LVRT
REAL TIME,LVRT
REAL-TIME,LVRT
LVRT MODULE,LVRT
LABVIEW RT MODULE,LVRT
LABVIEW REAL TIME MODULE,LVRT
LV RT MODULE,LVRT
LV REAL TIME MODULE,LVRT
LV REAL TIME,LVRT
REAL TIME HYPERVISOR,LVRT
HYPERVISOR,LVRT
RT HYPERVISOR,LVRT
TIMESYNC,LVRT
TIME SYNC,LVRT
NI TIMESYNC,LVRT
LABVIEW DSP,LVRT
DSP MODULE,LVRT
DSP,LVRT
PCI-7030/6040E,LVRT
PCI-7030/6030E,LVRT
PCI-7030/6533,LVRT
PCI-7041/6040E RT,LVRT
PXI-7030/6040E,LVRT
PXI-7030/6030E,LVRT
PXI-7030/6533,LVRT
SPEEDY 33,LVRT
SPEEDY33,LVRT
FPT-1015,LVRT
FPM-1017,LVRT
TSM-1012,LVRT
TSM-1015,LVRT
TSM-1017,LVRT
AMULET,LVRT
TOUCH SCREEN MONITOR,LVRT
NI MOTION,Motion
FLEXMOTION,Motion
VALUEMOTION,Motion
MOTION,Motion
SOFTMOTION,Motion
MOTION CONTROL MODULE,Motion
MOTION ASSISTANT,Motion
MOTION CONTROL OPTION,Motion
NI-MOTION,Motion
PCI-7332,Motion
PCI-7334,Motion
PCI-7390,Motion
PCI-7342,Motion
PCI-7344,Motion
PCI-7352,Motion
PCI-7354,Motion
PCI-7356,Motion
PCI-7358,Motion
PXI-7332,Motion
PXI-7334,Motion
PXI-7342,Motion
PXI-7344,Motion
PXI-7352,Motion
PXI-7354,Motion
PXI-7356,Motion
PXI-7358,Motion
NI 9512,Motion
NI 9501,Motion
NI 9503,Motion
SISU 1004,Motion
NI 9502,Motion
NI 9505,Motion
NI 9514,Motion
NI 9516,Motion
AKM MOTOR,Motion
UMI-7764,Motion
UMI-7772,Motion
UMI-7774,Motion
P70530,Motion
P70360,Motion
MID-7602,Motion
MID-7604,Motion
SMD-7610,Motion
SMD-7611,Motion
SMD-7612,Motion
SMD-7613,Motion
SMD-7614,Motion
SMD-7615,Motion
SMD-7616,Motion
SMD-7620,Motion
SMD-7621,Motion
P7000,Motion
NI 9505,Motion
MID-7652,Motion
MID-7654,Motion
EtherCAT AKD,Motion
Analog AKD,Motion
ENET-7344,Motion
FLEX100,Motion
FW-7344,Motion
MCA-7724,Motion
MOTION 68M-50F,Motion
nuDrive-CF,Motion
nuDrive-CX,Motion
nuDrive-SX,Motion
NU-STEP-PC,Motion
PCI-7314,Motion
PCI-7324,Motion
PCI-FlexMotion,Motion
PCI-Servo,Motion
PCI-Step,Motion
PC-Servo,Motion
PC-Step,Motion
PXI-7314,Motion
PXI-7324,Motion
PXI-STEP,Motion
SHC68,Motion
STEP68-50,Motion
UMI-3A,Motion
UMI-4A,Motion
UMI-Flex,Motion
UMI-7764,Motion
ComponentWorks,MStudioDotNet 
Measurement Studio .NET,MStudioDotNet 
Measurement Studio Automation Symbols Toolkit,MStudioDotNet 
Measurement Studio PID Control Toolkit,MStudioDotNet 
